content,rating,at,bank,sentiment,sentiment_score
Dashen bank always one step ahead,5,2025-04-30 04:05:39,Dashen,Neutral,0.0
dashen super app is secure band very easy,5,2025-04-29 12:48:26,Dashen,Positive,0.8588
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29 12:27:54,Dashen,Positive,0.7225
best app I have ever seen,5,2025-04-29 07:49:49,Dashen,Positive,0.6369
best of best,5,2025-04-29 07:37:26,Dashen,Positive,0.8555
waw,5,2025-04-28 11:05:09,Dashen,Neutral,0.0
best app,5,2025-04-28 09:15:07,Dashen,Positive,0.6369
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28 07:11:58,Dashen,Neutral,0.0
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28 07:08:41,Dashen,Positive,0.7156
wow appl,5,2025-04-28 06:54:34,Dashen,Positive,0.5859
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27 01:44:20,Dashen,Positive,0.0772
very nice,5,2025-04-26 19:56:19,Dashen,Positive,0.4754
great,4,2025-04-26 15:06:27,Dashen,Positive,0.6249
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25 08:43:56,Dashen,Positive,0.5994
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24 10:56:14,Dashen,Positive,0.34
Very easy and Fast.,5,2025-04-24 08:37:47,Dashen,Positive,0.4927
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24 08:36:51,Dashen,Neutral,0.0
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24 06:32:35,Dashen,Negative,-0.7156
execellent,5,2025-04-24 06:23:20,Dashen,Neutral,0.0
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23 18:09:47,Dashen,Positive,0.923
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23 17:44:20,Dashen,Neutral,0.0
it is incredible product.,5,2025-04-23 13:09:24,Dashen,Neutral,0.0
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23 13:01:37,Dashen,Positive,0.8461
best app,5,2025-04-23 10:36:19,Dashen,Positive,0.6369
ok,5,2025-04-23 10:33:32,Dashen,Positive,0.296
"It's an amazing app, experience it!!",5,2025-04-23 07:41:16,Dashen,Positive,0.658
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23 06:06:58,Dashen,Positive,0.7717
It is the best application!!!,5,2025-04-22 18:36:32,Dashen,Positive,0.7249
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22 12:36:39,Dashen,Neutral,0.0
its features are so dynamic,5,2025-04-22 11:30:51,Dashen,Positive,0.5214
fast &Friendly user Application.,5,2025-04-22 10:53:47,Dashen,Neutral,0.0
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22 10:46:52,Dashen,Positive,0.4939
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22 10:44:44,Dashen,Positive,0.8481
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22 10:24:34,Dashen,Positive,0.7906
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22 09:44:11,Dashen,Positive,0.8591
Great for everyday banking and payments on the go,5,2025-04-22 09:37:27,Dashen,Positive,0.6249
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22 07:18:12,Dashen,Positive,0.9153
making transactions has never been easier. the new update is just amazing,5,2025-04-22 06:30:40,Dashen,Positive,0.3544
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22 06:22:10,Dashen,Positive,0.4404
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22 06:02:26,Dashen,Positive,0.7269
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22 05:55:03,Dashen,Neutral,0.0
Convenient!,5,2025-04-22 05:52:38,Dashen,Neutral,0.0
It is an amazing application that meets the needs of customers.,5,2025-04-22 05:51:42,Dashen,Positive,0.5859
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22 05:49:45,Dashen,Positive,0.5707
the best Supper App ever,5,2025-04-22 05:16:34,Dashen,Positive,0.6369
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22 05:09:10,Dashen,Positive,0.6369
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22 05:05:12,Dashen,Positive,0.9042
Dashen bank is my number one choice,5,2025-04-22 05:04:41,Dashen,Positive,0.0772
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22 03:14:51,Dashen,Positive,0.8225
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21 20:50:10,Dashen,Positive,0.8516
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21 20:28:44,Dashen,Positive,0.9017
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21 19:53:58,Dashen,Positive,0.7269
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21 19:32:42,Dashen,Positive,0.7639
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21 19:21:45,Dashen,Positive,0.875
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21 18:28:50,Dashen,Positive,0.9758
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21 18:20:16,Dashen,Positive,0.7964
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21 17:35:46,Dashen,Positive,0.7257
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21 17:34:53,Dashen,Positive,0.7639
"This app has everything I was looking for, dashen is becoming a grandmaster.",5,2025-04-21 17:34:23,Dashen,Neutral,0.0
Very convenient,5,2025-04-21 17:12:22,Dashen,Neutral,0.0
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21 17:03:27,Dashen,Positive,0.6369
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21 16:14:21,Dashen,Positive,0.8346
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21 15:19:05,Dashen,Positive,0.6892
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21 14:57:03,Dashen,Positive,0.8669
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21 14:46:15,Dashen,Positive,0.7934
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21 14:44:31,Dashen,Positive,0.8371
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21 14:40:32,Dashen,Positive,0.6696
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21 14:40:23,Dashen,Positive,0.5994
Excellent app.,5,2025-04-21 14:32:20,Dashen,Positive,0.5719
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21 14:13:56,Dashen,Positive,0.5994
thanks again,5,2025-04-21 13:42:21,Dashen,Positive,0.4404
Super Easy To Use and Fast Transaction.,5,2025-04-21 13:28:55,Dashen,Positive,0.7783
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21 13:21:18,Dashen,Positive,0.8271
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21 13:08:23,Dashen,Positive,0.941
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21 13:01:01,Dashen,Positive,0.8039
what an App,5,2025-04-21 12:59:35,Dashen,Neutral,0.0
The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21 12:41:06,Dashen,Positive,0.807
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21 12:40:38,Dashen,Positive,0.9099
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21 12:40:34,Dashen,Positive,0.765
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21 12:33:37,Dashen,Positive,0.945
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21 12:22:02,Dashen,Positive,0.7089
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21 12:16:09,Dashen,Positive,0.9412
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21 12:13:09,Dashen,Positive,0.7892
the chat banking and unique and only app that alow money request!!,5,2025-04-21 12:06:01,Dashen,Neutral,0.0
Better and inclusive app!,5,2025-04-21 12:05:09,Dashen,Positive,0.4926
Amazing Application,5,2025-04-21 11:51:09,Dashen,Positive,0.5859
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21 11:50:46,Dashen,Positive,0.25
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21 11:43:50,Dashen,Positive,0.9081
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21 11:43:02,Dashen,Positive,0.6486
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21 11:40:20,Dashen,Positive,0.7717
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21 11:39:18,Dashen,Positive,0.5859
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21 11:31:02,Dashen,Positive,0.9682
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21 11:19:15,Dashen,Positive,0.6239
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21 11:16:45,Dashen,Positive,0.8221
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21 11:16:08,Dashen,Positive,0.765
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21 11:10:21,Dashen,Positive,0.8553
it's a hestorical app. in the bank industry.,5,2025-04-21 11:07:42,Dashen,Neutral,0.0
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21 11:07:17,Dashen,Positive,0.8718
"easy &,simple to use",5,2025-04-21 11:06:30,Dashen,Positive,0.4404
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",5,2025-04-21 10:59:53,Dashen,Positive,0.9427
"All in one, that is it 👌",5,2025-04-21 10:52:42,Dashen,Neutral,0.0
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21 10:50:32,Dashen,Positive,0.7178
very easy and flexible app.,5,2025-04-21 10:48:44,Dashen,Positive,0.6549
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21 10:44:50,Dashen,Positive,0.8748
dashen super app is simple faster and reliable.,5,2025-04-21 10:38:06,Dashen,Positive,0.5994
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",5,2025-04-21 10:23:07,Dashen,Positive,0.9557
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",5,2025-04-21 10:17:43,Dashen,Positive,0.9097
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21 10:12:47,Dashen,Positive,0.8591
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21 10:07:27,Dashen,Positive,0.7269
An app with High performance and advanced features!,5,2025-04-21 10:07:14,Dashen,Positive,0.3164
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21 09:57:15,Dashen,Positive,0.9207
"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21 09:49:32,Dashen,Positive,0.2382
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21 09:42:40,Dashen,Neutral,0.0
I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21 09:36:34,Dashen,Positive,0.4019
keep it up!,5,2025-04-21 09:36:01,Dashen,Neutral,0.0
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21 09:33:43,Dashen,Positive,0.9216
very comfortable app keep it,5,2025-04-21 09:28:51,Dashen,Positive,0.5563
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21 09:13:53,Dashen,Positive,0.8771
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21 09:08:17,Dashen,Positive,0.8449
easiness to use with fast response time,5,2025-04-21 09:01:20,Dashen,Positive,0.3818
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",5,2025-04-21 08:52:02,Dashen,Positive,0.9455
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21 08:50:08,Dashen,Positive,0.9536
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21 08:50:00,Dashen,Positive,0.9467
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21 08:49:05,Dashen,Positive,0.8955
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21 08:44:47,Dashen,Positive,0.9846
A fantastic product!! keep the good work.,5,2025-04-21 08:43:18,Dashen,Positive,0.7955
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21 08:42:01,Dashen,Positive,0.923
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21 08:41:56,Dashen,Positive,0.9493
Dashen supper App is the most useful app for our customers,5,2025-04-21 08:41:28,Dashen,Positive,0.4927
it is the most amazing mobile app,5,2025-04-21 08:40:59,Dashen,Positive,0.624
A Good and fast supper app thanks for dashen bank,5,2025-04-21 08:36:28,Dashen,Positive,0.7003
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21 08:35:59,Dashen,Positive,0.9798
Too best,1,2025-04-21 08:34:37,Dashen,Positive,0.6369
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21 08:31:13,Dashen,Positive,0.5994
To join digital world use supper app and make your life easy,5,2025-04-21 08:29:39,Dashen,Positive,0.6249
best mobile banking application,5,2025-04-21 08:28:45,Dashen,Positive,0.6369
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21 08:28:39,Dashen,Positive,0.9771
best mobile banking application,5,2025-04-21 08:28:29,Dashen,Positive,0.6369
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21 08:28:23,Dashen,Positive,0.6997
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21 08:28:14,Dashen,Positive,0.3612
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21 08:24:37,Dashen,Positive,0.9647
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21 08:24:04,Dashen,Positive,0.891
excellent mobile banking app,5,2025-04-21 08:23:00,Dashen,Positive,0.5719
Wow! like his name Super App...,5,2025-04-21 08:22:53,Dashen,Positive,0.8883
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21 08:21:54,Dashen,Positive,0.6323
convenient and fast,5,2025-04-21 08:21:49,Dashen,Neutral,0.0
Best- in-class app.,5,2025-04-21 08:21:02,Dashen,Positive,0.6369
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21 08:20:50,Dashen,Positive,0.8866
Superb,5,2025-04-21 08:19:08,Dashen,Positive,0.6249
"amazing features, faster and easy to use",5,2025-04-21 08:18:46,Dashen,Positive,0.7717
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21 08:18:42,Dashen,Positive,0.5994
Best App!,5,2025-04-21 08:17:35,Dashen,Positive,0.6696
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21 08:16:54,Dashen,Positive,0.8555
I love this app,5,2025-04-21 07:32:34,Dashen,Positive,0.6369
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21 02:48:55,Dashen,Positive,0.1027
good,5,2025-04-20 14:31:27,Dashen,Positive,0.4404
waw no idea the best app.,5,2025-04-19 17:43:26,Dashen,Positive,0.4588
fast best app,5,2025-04-18 23:27:36,Dashen,Positive,0.6369
Nice App,5,2025-04-18 15:25:34,Dashen,Positive,0.4215
nice app ever,5,2025-04-17 11:43:43,Dashen,Positive,0.4215
good,5,2025-04-17 11:42:39,Dashen,Positive,0.4404
very disappointing app. Closes frequently and unstable in function,2,2025-04-17 11:14:49,Dashen,Negative,-0.7178
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16 15:54:32,Dashen,Negative,-0.8014
nic app,5,2025-04-16 13:42:02,Dashen,Neutral,0.0
Nice,5,2025-04-16 06:23:01,Dashen,Positive,0.4215
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14 19:23:31,Dashen,Positive,0.7818
So far so good! their in person customer service is amazing 👏,5,2025-04-14 12:51:47,Dashen,Positive,0.8467
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14 08:32:53,Dashen,Neutral,0.0
ምርጫዬ ነው,5,2025-04-13 16:47:18,Dashen,Neutral,0.0
It's bad for the connection and too many days are it that not working,1,2025-04-12 13:59:05,Dashen,Negative,-0.5423
it's samart,5,2025-04-10 12:39:47,Dashen,Neutral,0.0
"The app is not working properly, I have been using it.",1,2025-04-10 09:42:10,Dashen,Neutral,0.0
it is very good app,5,2025-04-10 09:14:13,Dashen,Positive,0.4927
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09 18:49:23,Dashen,Positive,0.9022
slow cumbersome,3,2025-04-08 09:41:35,Dashen,Neutral,0.0
Is really 💀,2,2025-04-08 05:50:03,Dashen,Neutral,0.0
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07 20:02:05,Dashen,Positive,0.6522
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07 17:19:22,Dashen,Negative,-0.679
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07 15:05:38,Dashen,Neutral,0.0276
proud by dashen bank,5,2025-04-06 11:46:12,Dashen,Positive,0.4767
best,5,2025-04-06 05:51:01,Dashen,Positive,0.6369
best of best,5,2025-04-05 06:08:13,Dashen,Positive,0.8555
nice,5,2025-04-04 20:38:52,Dashen,Positive,0.4215
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04 18:24:36,Dashen,Neutral,0.0
real super up,5,2025-04-04 18:12:55,Dashen,Positive,0.5994
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04 17:40:29,Dashen,Negative,-0.5413
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04 17:05:19,Dashen,Negative,-0.4019
good,5,2025-04-04 13:57:03,Dashen,Positive,0.4404
tanku,5,2025-04-04 13:56:25,Dashen,Neutral,0.0
very nice,5,2025-04-04 13:15:18,Dashen,Positive,0.4754
perfect,5,2025-04-02 23:17:59,Dashen,Positive,0.5719
goood,5,2025-04-02 12:03:47,Dashen,Neutral,0.0
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02 12:02:36,Dashen,Negative,-0.25
it is best app easy to use,5,2025-04-01 12:51:17,Dashen,Positive,0.7964
It is very easy to use and powerful application.,3,2025-04-01 11:16:55,Dashen,Positive,0.7178
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-03-31 21:13:13,Dashen,Positive,0.128
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31 18:46:13,Dashen,Positive,0.5267
wallahi very fantastic Bank,5,2025-03-31 14:29:06,Dashen,Positive,0.5984
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31 13:21:51,Dashen,Positive,0.743
ok,5,2025-03-30 09:22:57,Dashen,Positive,0.296
nice app,5,2025-03-29 07:09:55,Dashen,Positive,0.4215
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28 06:30:54,Dashen,Positive,0.9744
good,5,2025-03-28 06:16:22,Dashen,Positive,0.4404
nice application,4,2025-03-27 13:12:42,Dashen,Positive,0.4215
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26 17:31:02,Dashen,Positive,0.8341
best experiences,5,2025-03-26 08:14:01,Dashen,Positive,0.6369
too slow to use.,1,2025-03-26 05:36:38,Dashen,Neutral,0.0
ጥሩ ነው,5,2025-03-24 23:29:07,Dashen,Neutral,0.0
the worst app in the market only good ui,1,2025-03-22 19:00:42,Dashen,Negative,-0.296
nic,5,2025-03-22 14:19:22,Dashen,Neutral,0.0
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22 09:23:39,Dashen,Neutral,0.0
thanks for all digital transaction,5,2025-03-21 13:40:14,Dashen,Positive,0.4404
Good,4,2025-03-21 05:27:47,Dashen,Positive,0.4404
Best,5,2025-03-20 10:16:10,Dashen,Positive,0.6369
Good,5,2025-03-20 06:01:08,Dashen,Positive,0.4404
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-19 23:39:23,Dashen,Negative,-0.7803
it's Be Come Busy &not working good,1,2025-03-19 23:36:52,Dashen,Positive,0.4404
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19 12:49:23,Dashen,Positive,0.7906
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19 10:46:08,Dashen,Positive,0.836
good and latest,5,2025-03-18 12:59:02,Dashen,Positive,0.4404
The best App of all,5,2025-03-17 19:37:55,Dashen,Positive,0.6369
Worst app ever,1,2025-03-15 20:44:10,Dashen,Negative,-0.6249
